id;date;clientId;nit;products;1;2;3
9896856370;9/21/2020;6292990338;0313645388;8712658490;2;2222222222;8
8704711645;4/21/2020;4755136040;6990654937;6734957456;2;3987678909;3
2120324581;9/24/2020;2091306274;8466988130;3333333333;3;5647382910;3
4397642796;7/25/2020;2144260621;6928961457;5555555555;9;1111111111;5
1335948252;6/5/2020;7809385194;7816846339;5555555555;8;1111111111;5
6928183446;4/18/2020;3062733462;8591156412;4444444444;5;2222222222;4
2367773793;7/14/2020;5146445419;9927444729;3333333333;8;3987678909;9
0688834930;7/8/2020;7105789042;3430834872;5647382910;9;3987678909;5
0612620972;4/28/2020;5786995801;7717287048;5555555555;9;6734957456;3
1959648187;6/16/2020;3902538082;5712419270;5647382910;5;4444444444;9
0026730227;8/19/2020;1347964304;9887115681;3333333333;5;4444444444;3
7586373930;4/14/2020;4790681599;4372991134;4444444444;2;5647382910;1
4428634692;7/6/2020;2028793554;1340055120;4444444444;2;5647382910;1
9308812733;5/25/2020;0878965807;8159803893;5555555555;8;6578901234;4
0801118050;9/10/2020;6253630407;6193389326;6578901234;8;5555555555;9
8977091896;7/16/2020;6852298272;4840924406;6578901234;5;4444444444;7
1454273402;9/1/2020;6605850467;4169163486;5647382910;1;6578901234;5
7928296772;8/17/2020;2986674399;9728543042;5647382910;3;3987678909;4
6382405469;7/5/2020;1309173575;8898481691;4444444444;4;5647382910;8
8972072664;6/30/2020;0854638113;3898176703;6734957456;4;2222222222;7
0487824660;5/18/2020;4111422926;5526190838;6734957456;8;5647382910;5
3109595672;9/18/2020;9682599172;7624365030;3333333333;5;3987678909;7
2233338928;9/2/2020;0317883291;6966276510;3987678909;6;3987678909;2
6689165175;8/14/2020;8185407657;1856157881;5647382910;9;2222222222;1
5876115614;6/30/2020;6806735959;2475366788;6734957456;1;3333333333;9
7528974978;6/7/2020;5841682865;2804569748;8712658490;9;8712658490;9
8136907390;5/1/2020;4863373171;9932275344;6734957456;8;3333333333;6
0297519719;4/17/2020;1759127051;3515577041;4444444444;6;4444444444;6
7521122305;9/11/2020;9162542427;4637325749;6734957456;9;8712658490;8
4257467746;5/20/2020;7769086477;7889938128;4444444444;1;6578901234;7
1383297711;4/12/2020;1020164433;5539765796;5647382910;4;5555555555;5
3934081819;6/27/2020;4109926807;6995066103;3333333333;2;5647382910;7
8510799644;4/25/2020;6740313385;1528506065;5555555555;8;5647382910;2
6670626878;9/1/2020;1061725405;2392661197;5647382910;3;5555555555;3
7146778398;5/25/2020;2542919518;4364514225;6734957456;8;2222222222;9
5086614740;6/3/2020;5387474824;1206197315;8712658490;4;3987678909;6
3167404752;7/29/2020;4394828317;5020406759;1111111111;6;2222222222;1
6620668011;6/2/2020;5103159341;1524387282;5555555555;9;4444444444;1
4651535186;6/27/2020;2022763300;3739992271;6578901234;1;5647382910;5
4579143744;5/22/2020;6947753317;9629754231;2222222222;4;5555555555;4
3723649955;5/1/2020;2049796064;3765759589;5555555555;4;1111111111;2
3000829180;9/20/2020;3046929536;2830679725;8712658490;2;1111111111;2
5955204768;5/28/2020;9666519704;0442118848;5555555555;1;5647382910;5
5893077482;9/11/2020;1008730971;5389916689;6734957456;1;4444444444;7
5813749055;8/4/2020;2050182279;2433605938;6734957456;4;3987678909;7
5211963555;9/15/2020;1844536378;3265238040;6578901234;3;2222222222;9
1680715453;8/19/2020;4335053533;3928866362;8712658490;2;8712658490;8
6687526464;6/1/2020;3391751738;9572240633;5555555555;6;8712658490;2
5505570917;9/17/2020;6773544483;2318910510;6578901234;7;4444444444;9
4593698065;4/1/2020;2534222058;1818921316;2222222222;5;3987678909;4
0084488638;5/5/2020;8853765542;6431439945;6734957456;4;1111111111;6
1303500736;5/4/2020;7164277583;9228968443;6734957456;9;2222222222;4
6194336102;4/21/2020;4037084457;1156536774;1111111111;9;3987678909;7
8183878113;7/30/2020;1233654322;2337155676;3333333333;1;1111111111;9
6301447921;9/22/2020;5011380157;5174230170;1111111111;6;8712658490;8
3741617474;4/7/2020;0870718967;8674766455;4444444444;5;2222222222;3
2553595581;6/27/2020;5648106262;5424381545;5555555555;9;5647382910;4
8912210823;7/4/2020;3606933916;7442719686;5555555555;7;6578901234;6
9241013028;4/24/2020;7742208156;6083927234;4444444444;5;6578901234;1
5994882062;5/19/2020;0527899496;0456484817;5647382910;9;2222222222;7
0203698495;8/9/2020;8918872119;1217882820;5647382910;6;5647382910;8
9633736471;6/12/2020;5538900355;9034827135;5555555555;4;3333333333;6
3686536498;5/11/2020;0534782663;0596627246;5555555555;2;8712658490;2
1679816284;4/8/2020;5634339529;7728705725;6578901234;9;6578901234;6
3981065611;8/2/2020;6558848538;6238593660;6734957456;2;5647382910;6
9640712205;5/1/2020;2905516038;1150812524;2222222222;5;1111111111;5
7688420393;7/14/2020;0118293265;8677573887;3987678909;1;6578901234;9
0610059122;8/27/2020;0126141908;0358890373;3333333333;7;3333333333;1
1076888844;4/25/2020;3973944237;2983471705;3333333333;3;3333333333;9
0811456587;6/23/2020;5011242854;4473913708;2222222222;5;6734957456;7
4188004959;9/19/2020;4778137604;8631238902;3987678909;6;1111111111;6
6927322574;4/24/2020;9406140470;3955673227;8712658490;9;4444444444;9
6302419778;8/29/2020;9701957571;7410505362;1111111111;7;4444444444;4
1198723343;6/21/2020;1926279697;5491969656;1111111111;5;6734957456;7
9789718799;8/1/2020;6331508635;0949981850;5647382910;7;5647382910;4
5989881428;5/5/2020;4376893625;7376370846;5555555555;3;3987678909;1
6196518941;7/28/2020;0868720666;3967547396;2222222222;9;2222222222;3
2367422362;5/14/2020;2894794193;4590572664;2222222222;1;1111111111;9
3507210290;6/15/2020;3839456916;3502024081;6734957456;9;6734957456;2
5096998800;7/15/2020;6358431455;0156598302;5555555555;1;6578901234;1
4543964403;6/6/2020;0269328734;0856468894;5647382910;7;2222222222;2
8204575319;8/23/2020;8686409164;3386026478;3987678909;1;1111111111;5
0170856798;5/20/2020;6515054610;0363329382;6734957456;9;8712658490;4
5318281982;7/26/2020;3469711194;5857789222;5555555555;1;6578901234;4
3781738906;8/27/2020;9272791650;1415847274;1111111111;6;2222222222;3
6203210099;8/19/2020;6640660725;5411248019;5647382910;7;4444444444;9
7723118147;4/19/2020;4205702833;8614922507;5647382910;9;6578901234;8
3924170320;6/30/2020;7006108780;5945658510;6578901234;7;2222222222;3
8507656013;5/13/2020;1673040640;6798331920;5647382910;1;3987678909;8
3102559875;8/5/2020;7413145715;4631840668;3333333333;2;6734957456;8
3949531556;6/3/2020;4317799723;4675706576;1111111111;4;6578901234;9
4563700061;8/6/2020;5598604604;3618404506;2222222222;5;4444444444;7
5858476244;5/25/2020;9360286257;1511471611;8712658490;8;5647382910;7
0971942471;7/16/2020;4676730675;6492206835;1111111111;4;8712658490;6
4568447046;7/28/2020;9301817535;4738400150;3333333333;2;1111111111;8
5611320627;5/9/2020;3833023996;8193452747;6734957456;7;8712658490;2
1762318237;7/12/2020;7727122165;5019231894;5647382910;7;1111111111;6
4562378948;5/30/2020;9769288640;3597070574;2222222222;3;6578901234;9
7891384282;4/8/2020;3114970907;6059310508;5647382910;1;6734957456;6
0016578570;5/23/2020;7563457879;7972270406;4444444444;4;4444444444;2
3309814343;5/14/2020;0568912454;2492466507;6734957456;6;6578901234;5
0226178919;4/7/2020;6743363286;7555027763;5555555555;6;3333333333;4
8444895822;9/7/2020;1718266324;5953216734;3987678909;3;8712658490;8
7081136508;4/16/2020;5919955430;2670875998;3987678909;2;4444444444;8
3129035265;9/10/2020;8007018093;4763665243;3987678909;3;1111111111;8
3750236704;9/7/2020;5880000192;8063347013;2222222222;3;3333333333;3
8997099906;8/31/2020;2049051190;2490747509;1111111111;6;3333333333;2
8417200827;8/19/2020;2386494314;1938623959;5647382910;4;4444444444;6
4129625268;4/6/2020;1056976152;9017075694;5555555555;6;5555555555;3
4537696877;8/11/2020;8690632883;4024248235;5647382910;8;5647382910;7
9088033129;6/10/2020;1614887950;3934204422;3333333333;1;4444444444;6
4751718967;5/17/2020;1036392384;0934084939;1111111111;5;1111111111;4
4175325190;8/28/2020;8852998217;0247070750;6578901234;9;5647382910;1
3264029626;4/4/2020;7146667022;6816310330;5555555555;1;5555555555;3
4235403583;4/1/2020;9517724306;8308711804;4444444444;9;5555555555;6
6528546363;8/26/2020;5061071433;4883949311;1111111111;7;1111111111;8
6322111558;8/30/2020;4567996682;7263013398;8712658490;7;8712658490;1
0038617277;4/15/2020;5812377073;1817904787;5555555555;8;2222222222;5
4972864818;6/13/2020;7123386256;8829045128;1111111111;2;2222222222;7
3885181401;8/19/2020;9565494595;7427448650;4444444444;6;6734957456;6
6800171379;5/24/2020;3765313734;4214714490;5647382910;8;6578901234;9
1948948087;5/15/2020;7555423170;4544305551;1111111111;3;6734957456;2
5966886954;4/15/2020;1120790387;9068922807;5555555555;1;2222222222;6
7982340660;5/28/2020;0850039657;2111478857;1111111111;6;1111111111;2
9134157239;4/22/2020;5892640868;9466679708;4444444444;3;6734957456;7
2298063125;5/21/2020;4518865650;3180783095;5555555555;8;8712658490;3
5143546982;5/23/2020;1149625201;9298348231;3333333333;6;6578901234;3
4511923701;4/15/2020;2170135790;0554789396;3987678909;9;5647382910;9
2905140437;8/10/2020;6831060935;5221347946;5555555555;2;3333333333;1
4284925687;9/16/2020;1091425876;2187327698;4444444444;6;1111111111;4
2027999051;6/7/2020;0951477234;3602765032;6734957456;8;8712658490;8
4872489535;7/17/2020;0682150843;8499862535;4444444444;1;2222222222;5
4321049466;8/8/2020;7885396096;4530504123;8712658490;9;3333333333;7
3638109798;5/12/2020;5003744048;2384694960;5647382910;4;6578901234;7
1338144251;4/23/2020;5168547672;1167833597;6734957456;6;5647382910;7
7289967836;4/8/2020;4313425195;0723080984;2222222222;2;2222222222;1
2016397152;7/28/2020;3903695653;9248564208;6734957456;8;3333333333;3
8061142791;5/5/2020;3162603099;4894555816;1111111111;1;4444444444;4
2144666490;5/2/2020;6503966997;2003103325;3333333333;5;6734957456;8
3198095824;6/7/2020;1715332814;8310909063;2222222222;7;4444444444;2
2133388389;5/19/2020;7549650721;5329831253;3333333333;2;3333333333;2
2911111370;4/23/2020;6098293740;5950241207;3987678909;6;3987678909;6
8758760822;9/7/2020;3267685621;1456040057;8712658490;2;6578901234;1
9599622316;6/16/2020;9067234818;7247968184;5555555555;6;3987678909;7
3922010474;7/29/2020;1550064320;1413641253;3333333333;1;1111111111;9
1670739783;9/18/2020;6660775153;8596874224;6734957456;2;5555555555;8
4414833477;7/16/2020;4597104054;5579498691;1111111111;5;1111111111;7
7431617526;7/7/2020;2583932845;1015890997;1111111111;9;3333333333;1
4711594221;4/3/2020;9212531792;3201854263;3333333333;5;6578901234;8
4427120652;5/9/2020;9521386770;9661205787;6578901234;6;1111111111;3
7435276324;8/10/2020;5509629703;9009045234;5555555555;1;8712658490;3
4397472483;4/7/2020;0962914010;0573332223;5555555555;7;8712658490;4
5900321800;8/28/2020;2919672673;7512169973;5555555555;3;1111111111;5
6211535481;7/28/2020;0312567766;9993202436;3987678909;8;5555555555;8
4258201081;5/5/2020;1463348940;7459707384;6734957456;8;3987678909;9
3333668076;4/11/2020;8067910804;4490690819;3987678909;4;3333333333;4
1319977081;5/10/2020;9934313898;1247370771;2222222222;4;3987678909;6
9277168323;5/19/2020;8718467849;6081943488;5647382910;4;8712658490;4
3950643028;7/9/2020;0915366452;0172804779;4444444444;8;4444444444;2
2220499758;9/20/2020;2776611897;2705659145;6734957456;4;8712658490;9
2572390183;7/23/2020;0800852370;0583160204;6734957456;8;2222222222;4
3318748870;7/18/2020;4577398591;2485061645;3333333333;2;5647382910;2
1518423981;6/17/2020;2179505221;5746500909;3333333333;6;1111111111;4
8530664647;8/28/2020;9659447299;4017685005;6734957456;9;1111111111;8
7444795665;5/17/2020;2877097145;8854022527;6578901234;3;6734957456;8
7676483158;4/3/2020;6557122096;5248797004;6734957456;8;3987678909;3
9235039118;7/11/2020;7429419992;8569657064;5647382910;4;8712658490;5
3724866879;4/5/2020;1910793795;1454170034;1111111111;2;5555555555;7
1187286486;6/4/2020;5023318982;1995594334;4444444444;4;3987678909;7
5996747553;6/1/2020;0830760199;6748444187;5647382910;1;3987678909;7
1564755908;5/18/2020;2544980605;3537467419;2222222222;3;5555555555;1
0874300088;4/26/2020;2699905399;9994843672;5647382910;7;8712658490;4
7527944080;7/29/2020;7320390442;4514522112;6578901234;1;1111111111;4
4467969764;7/29/2020;1572952598;9648558132;4444444444;3;5647382910;4
4071288302;7/25/2020;8441575134;8384420165;5555555555;4;2222222222;3
0169947610;4/18/2020;6990742739;0169237621;3987678909;8;5647382910;9
8310230168;4/13/2020;6035186947;6979950916;6734957456;7;5555555555;9
5898882634;4/22/2020;6305843554;6088516712;5647382910;7;6578901234;9
5149903701;9/13/2020;6213914579;6279872343;3333333333;1;6578901234;6
8503499444;9/16/2020;5280220876;1869371801;5647382910;5;3333333333;8
3430204194;6/11/2020;4694673394;5782599561;3987678909;9;6734957456;1
9410203600;5/5/2020;1422153525;5274257747;6578901234;5;5647382910;3
6605149726;6/19/2020;1932440461;7600336219;2222222222;1;8712658490;3
2217732161;7/5/2020;1424754534;3999354046;8712658490;2;3333333333;1
3801840522;6/27/2020;8681956663;8919411751;8712658490;2;5555555555;1
6097906587;8/24/2020;4076615492;4180789876;3333333333;1;1111111111;2
8163431083;5/28/2020;9294773531;1511248645;6578901234;8;6578901234;7
2190360315;9/3/2020;6290035037;5601658943;6734957456;7;5647382910;7
8197333165;9/23/2020;6974706758;9449746672;6734957456;7;5555555555;4
1826626557;6/23/2020;0324612559;0047097426;4444444444;3;3987678909;4
8765724089;7/14/2020;6187580141;2282260724;2222222222;4;2222222222;1
9775321530;7/8/2020;7306013971;0796389233;2222222222;5;1111111111;8
7667371407;8/4/2020;3877086713;9346958936;5647382910;2;8712658490;5
8996513202;5/18/2020;8826529086;3158745739;2222222222;7;5555555555;7
4382042259;6/4/2020;3891293127;3774809860;5555555555;8;6578901234;6
5546602945;9/14/2020;8321649327;6496211132;2222222222;8;3987678909;2
7058610754;7/9/2020;3642787010;9764834221;4444444444;4;6734957456;8
3262870374;8/30/2020;8115471097;0104343982;8712658490;8;1111111111;2
3074322454;5/8/2020;3489073673;9193700237;6734957456;1;1111111111;7
7866737320;6/20/2020;6797944449;4866390506;3333333333;4;2222222222;4
9701034724;4/30/2020;4978540917;5374585789;3987678909;8;1111111111;1
6546563894;5/3/2020;1827970561;3576370978;3333333333;4;6578901234;8
5416179317;7/17/2020;3872624547;7713629505;5555555555;3;1111111111;6
4295498149;7/27/2020;9894410960;1701646218;6578901234;2;4444444444;4
7495377615;7/8/2020;4415901077;4135217613;6578901234;2;3987678909;1
4996836873;7/28/2020;9280828940;7698441881;2222222222;2;6734957456;4
3297715464;4/3/2020;4380778924;1875680861;2222222222;7;2222222222;4
2715952287;4/11/2020;0847827232;6146735035;3987678909;9;2222222222;1
9273282741;7/8/2020;8897444474;4679298219;6578901234;1;8712658490;2
4914722992;5/7/2020;7736098662;8459755541;1111111111;7;8712658490;7
3814048032;6/17/2020;8131160858;0884773736;3333333333;8;4444444444;6
7468090947;8/10/2020;6420432561;4095024895;1111111111;8;6734957456;8
0469401338;4/19/2020;6910348788;7507161110;3333333333;9;6734957456;5
1129045943;8/7/2020;9337282690;2327953928;5555555555;1;3987678909;1
2082337081;8/2/2020;9085914132;9404247898;3987678909;6;1111111111;9
2626543594;4/29/2020;4045296905;9570960205;6734957456;2;3987678909;6
4225773876;6/12/2020;3028472007;4521752241;5647382910;7;6578901234;3
4523746931;4/16/2020;2548818942;1608685977;4444444444;9;6734957456;7
4071966955;9/5/2020;2364528364;1944826718;6578901234;8;3333333333;8
7387094586;9/19/2020;8387018538;6681602061;4444444444;7;8712658490;7
7791335867;7/12/2020;0451904079;9915173105;8712658490;5;1111111111;3
9467565013;6/21/2020;5599017036;2083799887;5555555555;9;8712658490;5
1717310184;4/19/2020;4372314388;7929596877;6734957456;4;5555555555;3
4573060898;8/17/2020;8652550638;3339359083;4444444444;1;6578901234;5
7551590897;7/15/2020;6070668863;8288428207;6578901234;8;5555555555;6
4074501554;5/27/2020;7527251581;5472946964;2222222222;5;8712658490;3
2828230171;9/20/2020;6557797891;0175942595;1111111111;9;3333333333;2
6345461474;7/29/2020;5394819629;4319656237;5555555555;7;1111111111;1
8076074150;8/20/2020;6152447410;0477368549;6578901234;3;5555555555;1
1213245486;4/9/2020;1520305567;0205143660;2222222222;1;4444444444;8
6128454615;5/13/2020;5297421640;1195554311;8712658490;2;3987678909;8
9160103140;6/9/2020;3856658688;0338098038;6578901234;2;5555555555;4
8558067813;4/13/2020;4810409090;6979152750;6734957456;8;8712658490;3
4256757740;8/23/2020;6408361064;1001224264;5647382910;5;8712658490;5
5848704465;5/19/2020;7409577541;9105538025;2222222222;3;5647382910;8
9957366580;7/21/2020;5219203452;2859765050;5647382910;1;3333333333;6
5224028841;4/21/2020;7825655516;4735417591;1111111111;8;2222222222;7
5095661772;4/20/2020;8068316329;3570758176;5555555555;2;6734957456;6
5276576572;8/13/2020;7490664314;1024865169;5555555555;6;3987678909;3
7270808929;9/23/2020;1554976766;3579471457;3333333333;7;5647382910;1
6313623355;7/16/2020;7129791535;7743146987;4444444444;8;1111111111;5
2292960826;9/2/2020;8834349881;1069452408;6578901234;3;3987678909;1
0605330654;6/13/2020;0099650517;2502848326;8712658490;1;8712658490;9
5946088432;6/8/2020;6563846769;2498697535;6578901234;6;2222222222;8
9018650714;7/9/2020;8448223500;4703914824;3987678909;7;1111111111;5
8990578159;8/3/2020;3136147480;8462213622;6578901234;2;1111111111;6
2551054893;7/25/2020;7021431686;0510769152;3987678909;2;6578901234;6
8170410487;8/3/2020;7820142480;6610169640;5647382910;5;4444444444;1
4807963864;9/18/2020;3396401085;3095772653;3333333333;4;2222222222;6
0035228210;5/11/2020;1914211308;0228548489;5647382910;6;5647382910;7
0855218037;9/5/2020;0405541252;1790937817;4444444444;9;5555555555;3
2886715476;7/6/2020;1614594791;9640056502;3333333333;3;6578901234;3
7104733914;8/8/2020;8474397359;3016564963;2222222222;6;5647382910;8
